DATE;TEMP
14-03-2020 11:59:22;285
14-03-2020 11:59:24;285
14-03-2020 11:59:28;285
14-03-2020 11:59:32;285
14-03-2020 11:59:32;285
14-03-2020 11:59:32;285
14-03-2020 11:59:32;285
14-03-2020 11:59:35;285
14-03-2020 11:59:45;285
14-03-2020 11:59:55;285
14-02-2020 12:00:06;285
14-05-2020 12:00:16;285
14-05-2020 12:00:26;285
14-05-2020 12:00:37;285
14-05-2020 12:01:02;285
14-05-2020 12:01:13;285
14-05-2020 12:01:23;285
